name	description	sourcemtoverride	samplemtoverride	run_prefix_prep	region	title	host_common_name	host_subject_id	body_site	body_habitat	body_product	sample_type	Site	BodyType	Days post-infection	Treatment	Group	Cage ID	Exp_Cage ID	Lesion score	Thickness	Cured	No. Treatment	Lesion Size	Lesion Duration	ExtractionDate	DTH	host_sex
Sample 106253				MiSeq_18	V1-V3	Impact of Leishmania infection and	mouse	13	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Control		21		Co-housed Naive	2	2	0	0.2							
Sample 106254				MiSeq_18	V1-V3	Impact of Leishmania infection and	mouse	14	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Control		21		Co-housed Naive	2	2	0	0.2							
Sample 106255				MiSeq_18	V1-V3	Impact of Leishmania infection and	mouse	15	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		21		Infected	2	3	0	0.2							
Sample 106256				MiSeq_18	V1-V3	Impact of Leishmania infection and	mouse	16	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		21		Infected	2	3	0	0.2							
Sample 106257				MiSeq_18	V1-V3	Impact of Leishmania infection and	mouse	17	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		21		Infected	2	4	0	0.3							
Sample 106258				MiSeq_18	V1-V3	Impact of Leishmania infection and	mouse	18	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		21		Infected	2	4	0	0.2							
Sample 106259				MiSeq_18	V1-V3	Impact of Leishmania infection and	mouse	19	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		21		Infected	2	5	0	0.3							
Sample 106260				MiSeq_18	V1-V3	Impact of Leishmania infection and	mouse	20	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		21		Infected	2	5	0	0.2							
Sample 106261				MiSeq_18	V1-V3	Impact of Leishmania infection and	mouse	21	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Control		21		Co-housed Naive	3	1	0	0.2							
Sample 106262				MiSeq_18	V1-V3	Impact of Leishmania infection and	mouse	22	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Control		21		Co-housed Naive	3	1	0	0.2							
Sample 106263				MiSeq_18	V1-V3	Impact of Leishmania infection and	mouse	23	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Control		21		Co-housed Naive	3	2	0	0.2							
Sample 106264				MiSeq_18	V1-V3	Impact of Leishmania infection and	mouse	24	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Control		21		Co-housed Naive	3	2	0	0.2							
Sample 106265				MiSeq_18	V1-V3	Impact of Leishmania infection and	mouse	25	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		21		Infected	3	3	2	0.7							
Sample 106266				MiSeq_18	V1-V3	Impact of Leishmania infection and	mouse	26	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		21		Infected	3	3	0	0.2							
Sample 106267				MiSeq_18	V1-V3	Impact of Leishmania infection and	mouse	27	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		21		Infected	3	4	0	0.3							
Sample 106268				MiSeq_18	V1-V3	Impact of Leishmania infection and	mouse	28	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		21		Infected	3	4	0	0.2							
Sample 106269				MiSeq_18	V1-V3	Impact of Leishmania infection and	mouse	29	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		21		Infected	3	5	1	0.3							
Sample 106270				MiSeq_18	V1-V3	Impact of Leishmania infection and	mouse	30	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		21		Infected	3	5	0	0.2							
Sample 106271				MiSeq_18	V1-V3	Impact of Leishmania infection and	mouse	31	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Control		21		Co-housed Naive	4	1	0	0.2							
Sample 106272				MiSeq_18	V1-V3	Impact of Leishmania infection and	mouse	32	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Control		21		Co-housed Naive	4	1	0	0.2							
Sample 106273				MiSeq_18	V1-V3	Impact of Leishmania infection and	mouse	33	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Control		21		Co-housed Naive	4	2	0	0.2							
Sample 106274				MiSeq_18	V1-V3	Impact of Leishmania infection and	mouse	34	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Control		21		Co-housed Naive	4	2	0	0.2							
Sample 106275				MiSeq_18	V1-V3	Impact of Leishmania infection and	mouse	35	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		21		Infected	4	3	2	0.5							
Sample 106276				MiSeq_18	V1-V3	Impact of Leishmania infection and	mouse	36	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		21		Infected	4	3	0	0.2							
Sample 106277				MiSeq_18	V1-V3	Impact of Leishmania infection and	mouse	37	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		21		Infected	4	4	0	0.3							
Sample 106278				MiSeq_18	V1-V3	Impact of Leishmania infection and	mouse	38	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		21		Infected	4	4	0	0.2							
Sample 106279				MiSeq_18	V1-V3	Impact of Leishmania infection and	mouse	39	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		21		Infected	4	5	2	0.3							
Sample 106280				MiSeq_18	V1-V3	Impact of Leishmania infection and	mouse	40	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		21		Infected	4	5	0	0.2							
Sample 106281				MiSeq_18	V1-V3	Impact of Leishmania infection and	mouse	41	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Control		21		Co-housed Naive	5	1	0	0.2							
Sample 106282				MiSeq_18	V1-V3	Impact of Leishmania infection and	mouse	42	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Control		21		Co-housed Naive	5	1	0	0.2							
Sample 106283				MiSeq_18	V1-V3	Impact of Leishmania infection and	mouse	43	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Control		21		Co-housed Naive	5	2	0	0.2							
Sample 109083				MiSeq_19	V1-V3	Impact of Leishmania infection and	mouse	45	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		21		Infected	5	3	1	0.4							
Sample 109084				MiSeq_19	V1-V3	Impact of Leishmania infection and	mouse	46	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		21		Infected	5	3	0	0.2							
Sample 109085				MiSeq_19	V1-V3	Impact of Leishmania infection and	mouse	47	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		21		Infected	5	4	0	0.3							
Sample 109086				MiSeq_19	V1-V3	Impact of Leishmania infection and	mouse	48	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		21		Infected	5	4	0	0.2							
Sample 109087				MiSeq_19	V1-V3	Impact of Leishmania infection and	mouse	49	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		21		Infected	5	5	4	0.6							
Sample 109088				MiSeq_19	V1-V3	Impact of Leishmania infection and	mouse	50	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		21		Infected	5	5	0	0.2							
Sample 109089				MiSeq_19	V1-V3	Impact of Leishmania infection and	mouse	51	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Control		21		Naive	6	1	0	0.2							
Sample 109090				MiSeq_19	V1-V3	Impact of Leishmania infection and	mouse	52	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Control		21		Naive	6	1	0	0.2							
Sample 109091				MiSeq_19	V1-V3	Impact of Leishmania infection and	mouse	53	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Control		21		Naive	6	2	0	0.2							
Sample 109092				MiSeq_19	V1-V3	Impact of Leishmania infection and	mouse	54	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Control		21		Naive	6	2	0	0.2							
Sample 109093				MiSeq_19	V1-V3	Impact of Leishmania infection and	mouse	55	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Control		21		Naive	6	3	0	0.2							
Sample 109118				MiSeq_19	V1-V3	Impact of Leishmania infection and	mouse	56	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Control		21		Naive	6	3	0	0.2							
Sample 109119				MiSeq_19	V1-V3	Impact of Leishmania infection and	mouse	57	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Control		21		Naive	6	4	0	0.2							
Sample 109120				MiSeq_19	V1-V3	Impact of Leishmania infection and	mouse	58	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Control		21		Naive	6	4	0	0.2							
Sample 109121				MiSeq_19	V1-V3	Impact of Leishmania infection and	mouse	59	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Control		21		Naive	6	5	0	0.2							
Sample 109122				MiSeq_19	V1-V3	Impact of Leishmania infection and	mouse	60	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Control		21		Naive	6	5	0	0.2							
Sample 109123				MiSeq_19	V1-V3	Impact of Leishmania infection and	mouse	61	NA	NA	NA		N/A		21		N/A	N/A	N/A	N/A	N/A							
Sample 109115				MiSeq_19	V1-V3	Impact of Leishmania infection and	mouse	62	NA	NA	NA		N/A		NA		N/A	N/A	N/A	N/A	N/A							
Sample 109116				MiSeq_19	V1-V3	Impact of Leishmania infection and	mouse	63	NA	NA	NA		N/A		NA		N/A	N/A	N/A	N/A	N/A							
Sample 109117				MiSeq_19	V1-V3	Impact of Leishmania infection and	mouse	64	NA	NA	NA		N/A		NA		N/A	N/A	N/A	N/A	N/A							
Sample 109022				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	1	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		7	Isotype control antibody		1	1	0	0.2							
Sample 109023				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	2	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		7	Isotype control antibody		1	1	0	0.2							
Sample 109024				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	3	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		7	Isotype control antibody		1	2	0	0.2							
Sample 109025				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	4	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		7	Isotype control antibody		1	2	0	0.2							
Sample 109026				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	5	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		7	Isotype control antibody		1	3	0	0.2							
Sample 109027				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	6	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		7	Isotype control antibody		1	3	0	0.2							
Sample 109028				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	7	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		7	Isotype control antibody		1	4	0	0.2							
Sample 109029				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	8	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		7	Isotype control antibody		1	4	0	0.2							
Sample 109030				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	9	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		7	Isotype control antibody		1	5	0	0.2							
Sample 109031				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	10	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		7	Isotype control antibody		1	5	0	0.2							
Sample 109032				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	11	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		7	Isotype control antibody		2	1	0	0.2							
Sample 109033				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	12	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		7	Isotype control antibody		2	1	0	0.2							
Sample 109034				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	13	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		7	Isotype control antibody		2	2	0	0.2							
Sample 109035				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	14	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		7	Isotype control antibody		2	2	0	0.2							
Sample 109036				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	15	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		7	Isotype control antibody		2	3	0	0.2							
Sample 109037				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	16	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		7	Isotype control antibody		2	3	0	0.2							
Sample 109038				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	17	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		7	Isotype control antibody		2	4	0	0.2							
Sample 109039				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	18	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		7	Isotype control antibody		2	4	0	0.2							
Sample 109040				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	19	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		7	Isotype control antibody		2	5	0	0.2							
Sample 109041				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	20	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		7	Isotype control antibody		2	5	0	0.2							
Sample 109042				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	21	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		7	anti-IL12 mAb		3	1	0	0.2							
Sample 109043				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	22	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		7	anti-IL12 mAb		3	1	0	0.2							
Sample 109044				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	23	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		7	anti-IL12 mAb		3	2	0	0.2							
Sample 109045				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	24	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		7	anti-IL12 mAb		3	2	0	0.2							
Sample 109046				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	25	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		7	anti-IL12 mAb		3	3	0	0.2							
Sample 109047				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	26	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		7	anti-IL12 mAb		3	3	0	0.2							
Sample 109048				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	27	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		7	anti-IL12 mAb		3	4	0	0.2							
Sample 109049				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	28	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		7	anti-IL12 mAb		3	4	0	0.2							
Sample 109050				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	29	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		7	anti-IL12 mAb		3	5	0	0.2							
Sample 109051				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	30	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		7	anti-IL12 mAb		3	5	0	0.2							
Sample 109052				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	31	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		7	anti-IL12 mAb		4	1	0	0.2							
Sample 109053				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	32	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		7	anti-IL12 mAb		4	1	0	0.2							
Sample 109054				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	33	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		7	anti-IL12 mAb		4	2	0	0.2							
Sample 109055				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	34	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		7	anti-IL12 mAb		4	2	0	0.2							
Sample 109056				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	35	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		7	anti-IL12 mAb		4	3	0	0.2							
Sample 109057				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	36	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		7	anti-IL12 mAb		4	3	0	0.2							
Sample 109058				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	37	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		7	anti-IL12 mAb		4	4	0	0.2							
Sample 109059				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	38	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		7	anti-IL12 mAb		4	4	0	0.2							
Sample 109060				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	39	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		7	anti-IL12 mAb		4	5	0	0.2							
Sample 109061				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	40	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		7	anti-IL12 mAb		4	5	0	0.2							
Sample 109062				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	41	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		7	anti-IL10 mAb		5	1	0	0.2							
Sample 109063				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	42	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		7	anti-IL10 mAb		5	1	0	0.2							
Sample 109064				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	43	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		7	anti-IL10 mAb		5	2	0	0.2							
Sample 109065				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	44	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		7	anti-IL10 mAb		5	2	0	0.2							
Sample 109066				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	45	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		7	anti-IL10 mAb		5	3	0	0.2							
Sample 109067				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	46	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		7	anti-IL10 mAb		5	3	0	0.2							
Sample 109068				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	47	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		7	anti-IL10 mAb		5	4	0	0.2							
Sample 109069				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	48	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		7	anti-IL10 mAb		5	4	0	0.2							
Sample 109070				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	49	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		7	anti-IL10 mAb		5	5	0	0.2							
Sample 109071				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	50	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		7	anti-IL10 mAb		5	5	0	0.2							
Sample 109072				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	51	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		7	anti-IL10 mAb		6	1	0	0.2							
Sample 109073				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	52	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		7	anti-IL10 mAb		6	1	0	0.2							
Sample 109074				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	53	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		7	anti-IL10 mAb		6	2	0	0.2							
Sample 109075				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	54	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		7	anti-IL10 mAb		6	2	0	0.2							
Sample 109076				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	55	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		7	anti-IL10 mAb		6	3	0	0.2							
Sample 109077				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	56	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		7	anti-IL10 mAb		6	3	0	0.2							
Sample 109078				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	57	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		7	anti-IL10 mAb		6	4	0	0.2							
Sample 109079				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	58	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		7	anti-IL10 mAb		6	4	0	0.2							
Sample 109080				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	59	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		7	anti-IL10 mAb		6	5	0	0.2							
Sample 109081				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	60	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		7	anti-IL10 mAb		6	5	0	0.2							
Sample 109082				MiSeq_19	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	61	Skin of external ear	Skin epidermis	Sebum	Skin swab			7	Negative Control												
Sample 110433				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	1	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		21	Isotype control antibody		1	1	3	1.6							
Sample 110434				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	2	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		21	Isotype control antibody		1	1	0	0.2							
Sample 110435				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	3	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		21	Isotype control antibody		1	2	1	0.9							
Sample 110436				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	4	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		21	Isotype control antibody		1	2	0	0.2							
Sample 110437				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	5	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		21	Isotype control antibody		1	3	1	0.8							
Sample 110438				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	6	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		21	Isotype control antibody		1	3	0	0.2							
Sample 110439				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	7	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		21	Isotype control antibody		1	4	2	1.3							
Sample 110440				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	8	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		21	Isotype control antibody		1	4	0	0.2							
Sample 110441				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	9	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		21	Isotype control antibody		1	5	1	0.6							
Sample 110442				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	10	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		21	Isotype control antibody		1	5	0	0.2							
Sample 110443				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	11	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		21	Isotype control antibody		2	1	1	1.1							
Sample 110444				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	12	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		21	Isotype control antibody		2	1	0	0.2							
Sample 110445				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	13	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		21	Isotype control antibody		2	2	3	1							
Sample 110446				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	14	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		21	Isotype control antibody		2	2	0	0.2							
Sample 110447				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	15	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		21	Isotype control antibody		2	3	1	1.3							
Sample 110448				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	16	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		21	Isotype control antibody		2	3	0	0.2							
Sample 110449				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	17	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		21	Isotype control antibody		2	4	1	1							
Sample 110450				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	18	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		21	Isotype control antibody		2	4	0	0.2							
Sample 110451				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	19	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		21	Isotype control antibody		2	5	1	0.6							
Sample 110452				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	20	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		21	Isotype control antibody		2	5	0	0.2							
Sample 110453				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	21	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		21	anti-IL12 mAb		3	1	4	1.5							
Sample 110454				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	22	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		21	anti-IL12 mAb		3	1	0	0.2							
Sample 110455				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	23	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		21	anti-IL12 mAb		3	2	3	1.9							
Sample 110456				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	24	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		21	anti-IL12 mAb		3	2	0	0.2							
Sample 110457				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	25	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		21	anti-IL12 mAb		3	3	3	1.6							
Sample 110458				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	26	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		21	anti-IL12 mAb		3	3	0	0.2							
Sample 110459				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	27	Skin of left external ear	Skin epidermis	Sebum	Skin swab	Lesion		21	anti-IL12 mAb		3	4	1	1.5							
Sample 110460				MiSeq_21	V1-V3	Host immune status and Leishmania induced dysbiosis	mouse	28	Skin of right external ear	Skin epidermis	Sebum	Skin swab	Non-lesion		21	anti-IL12 mAb		3	4	0	0.2							
