name	description	sourcemtoverride	samplemtoverride	region	host_subject_id	host_common_name	title	Timepoint post-treatment	phenotype	Breed_Strain	host_sex	CCECAI	body_habitat	body_product	body_site	sample_type	env_feature
12630	Penny _d_DogFecal			V4	C166_control_11	Dog	Dietary Therapy In Canine Chronic Enteritis		Healthy				Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12634	Pepe_d0_DogFecal			V4	C166_41	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Protein-losing enteropathy	Poodle	Male	8	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12635	Pepe_d14_DogFecal			V4	C166_41	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Protein-losing enteropathy	Poodle	Male	1	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10634	Rascal_d0_DogRectal			V4	C166_05	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Non-diet responsive	Beagle	Female	6	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10635	Rascal_d42_DogRectal			V4	C166_05	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Non-diet responsive	Beagle	Female	4	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10812	Rascal_d42_DogFecal			V4	C166_05	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Non-diet responsive	Beagle	Female	4	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10823	Rascal_d0_DogFecal			V4	C166_05	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Non-diet responsive	Beagle	Female	6	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10824	Rascal_d14_DogFecal			V4	C166_05	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Non-diet responsive	Beagle	Female	3	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10825	Rascal_d28_DogFecal			V4	C166_05	Dog	Dietary Therapy In Canine Chronic Enteritis	28	Non-diet responsive	Beagle	Female	3	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10827	Rascal_d56_DogFecal			V4	C166_05	Dog	Dietary Therapy In Canine Chronic Enteritis	56	Non-diet responsive	Beagle	Female		Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10869	Rascal_d0_DogRectal			V4	C166_05	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Non-diet responsive	Beagle	Female	6	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10942	Rascal_d42_DogFecal			V4	C166_05	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Non-diet responsive	Beagle	Female	4	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11183	Rascal_d0_DogDuodenum			V4	C166_05	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Non-diet responsive	Beagle	Female	6	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
11209	Rascal_d0_DogStomach			V4	C166_05	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Non-diet responsive	Beagle	Female	6	Stomach	gastric juice	Stomach	Stomach biopsy	ENVO:animal-associated habitat
11532	Rascal_d42_DogFecal			V4	C166_05	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Non-diet responsive	Beagle	Female	4	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11552	Rascal_d42_DogFecal			V4	C166_05	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Non-diet responsive	Beagle	Female	4	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10593	Rocky_d14_DogRectal			V4	C166_14	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Protein-losing enteropathy	Shiba Inu	Male	1	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10594	Rocky_d0_DogRectal			V4	C166_14	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Protein-losing enteropathy	Shiba Inu	Male	5	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10707	Rocky_d0_DogFecal			V4	C166_14	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Protein-losing enteropathy	Shiba Inu	Male	5	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10714	Rocky_d0_DogFecal			V4	C166_14	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Protein-losing enteropathy	Shiba Inu	Male	5	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10715	Rocky_d14_DogFecal			V4	C166_14	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Protein-losing enteropathy	Shiba Inu	Male	1	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10875	Rocky_d14_DogRectal			V4	C166_14	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Protein-losing enteropathy	Shiba Inu	Male	1	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10954	Rocky_d14_DogRectal			V4	C166_14	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Protein-losing enteropathy	Shiba Inu	Male	1	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
11192	Rocky_d0_DogDuodenum			V4	C166_14	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Protein-losing enteropathy	Shiba Inu	Male	5	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
11219	Rocky_d0_DogStomach			V4	C166_14	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Protein-losing enteropathy	Shiba Inu	Male	5	Stomach	gastric juice	Stomach	Stomach biopsy	ENVO:animal-associated habitat
11510	Rocky_d14_DogRectal			V4	C166_14	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Protein-losing enteropathy	Shiba Inu	Male	1	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
11558	Rocky_d14_DogRectal			V4	C166_14	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Protein-losing enteropathy	Shiba Inu	Male	1	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
11696	Sadie_d0_DogFecal			V4	C166_31	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Labrador Retriever	Female	3	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11697	Sadie_d14_DogFecal			V4	C166_31	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Diet responsive	Labrador Retriever	Female	2	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11698	Sadie_d42_DogFecal			V4	C166_31	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	Labrador Retriever	Female	1	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11710	Sadie_d0_DogRectal			V4	C166_31	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Labrador Retriever	Female	3	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
11711	Sadie_d42_DogRectal			V4	C166_31	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	Labrador Retriever	Female	1	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
11795	Sadie_d0_DogDuodenum			V4	C166_31	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Labrador Retriever	Female	3	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
11862	Sadie_d0_DogStomach			V4	C166_31	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Labrador Retriever	Female	3	Stomach	gastric juice	Stomach	Stomach biopsy	ENVO:animal-associated habitat
11868	Sadie_d28_DogFecal			V4	C166_31	Dog	Dietary Therapy In Canine Chronic Enteritis	28	Diet responsive	Labrador Retriever	Female	0	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12210	Sadie_d0_DogDuodenum			V4	C166_31	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Labrador Retriever	Female	3	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
12211	Sadie_d14_DogFecal			V4	C166_31	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Diet responsive	Labrador Retriever	Female	2	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12212	Sadie_d42_DogFecal			V4	C166_31	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	Labrador Retriever	Female	1	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12213	Sadie_d42_DogRectal			V4	C166_31	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	Labrador Retriever	Female	1	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
12214	Sadie_d0_DogStomach			V4	C166_31	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Labrador Retriever	Female	3	Stomach	gastric juice	Stomach	Stomach biopsy	ENVO:animal-associated habitat
10889	Sampson_d0_DogFecal			V4	C166_19	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Protein-losing enteropathy	German Shepherd	Male	7	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10890	Sampson_d14_DogFecal			V4	C166_19	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Protein-losing enteropathy	German Shepherd	Male	8	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10894	Sampson_d0_DogRectal			V4	C166_19	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Protein-losing enteropathy	German Shepherd	Male	7	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10897	Sampson_d14_DogRectal			V4	C166_19	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Protein-losing enteropathy	German Shepherd	Male	8	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
11198	Sampson_d0_DogDuodenum			V4	C166_19	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Protein-losing enteropathy	German Shepherd	Male	7	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
11224	Sampson_d0_DogStomach			V4	C166_19	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Protein-losing enteropathy	German Shepherd	Male	7	Stomach	gastric juice	Stomach	Stomach biopsy	ENVO:animal-associated habitat
11573	Sampson_d0_DogDuodenum			V4	C166_19	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Protein-losing enteropathy	German Shepherd	Male	7	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
11745	Samson_d0_DogFecal			V4	C166_28	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Protein-losing enteropathy	Golden Retriever	Male	5	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11746	Samson_d14_DogFecal			V4	C166_28	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Protein-losing enteropathy	Golden Retriever	Male	2	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11763	Samson_d14_DogRectal			V4	C166_28	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Protein-losing enteropathy	Golden Retriever	Male	2	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
11766	Samson_d0_DogRectal			V4	C166_28	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Protein-losing enteropathy	Golden Retriever	Male	5	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
12623	Sarabi_d_DogFecal			V4	C166_control_4	Dog	Dietary Therapy In Canine Chronic Enteritis		Healthy				Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10651	Simba_d0_DogRectal			V4	C166_08	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Non-diet responsive	Mixed	Male	14	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10652	Simba_d46_DogRectal			V4	C166_08	Dog	Dietary Therapy In Canine Chronic Enteritis	46	Non-diet responsive	Mixed	Male		Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10809	Simba_d0_DogFecal			V4	C166_08	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Non-diet responsive	Mixed	Male	14	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10835	Simba_d14_DogFecal			V4	C166_08	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Non-diet responsive	Mixed	Male	11	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10836	Simba_d28_DogFecal			V4	C166_08	Dog	Dietary Therapy In Canine Chronic Enteritis	28	Non-diet responsive	Mixed	Male	7	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10837	Simba_d42_DogFecal			V4	C166_08	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Non-diet responsive	Mixed	Male	3	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10939	Simba_d0_DogFecal			V4	C166_08	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Non-diet responsive	Mixed	Male	14	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10940	Simba_d28_DogFecal			V4	C166_08	Dog	Dietary Therapy In Canine Chronic Enteritis	28	Non-diet responsive	Mixed	Male	7	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10941	Simba_d14_DogFecal			V4	C166_08	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Non-diet responsive	Mixed	Male	11	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10960	Simba_d46_DogRectal			V4	C166_08	Dog	Dietary Therapy In Canine Chronic Enteritis	46	Non-diet responsive	Mixed	Male		Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
11186	Simba_d0_DogDuodenum			V4	C166_08	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Non-diet responsive	Mixed	Male	14	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
11212	Simba_d0_DogStomach			V4	C166_08	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Non-diet responsive	Mixed	Male	14	Stomach	gastric juice	Stomach	Stomach biopsy	ENVO:animal-associated habitat
11516	Simba_d46_DogRectal			V4	C166_08	Dog	Dietary Therapy In Canine Chronic Enteritis	46	Non-diet responsive	Mixed	Male		Colon	UBERON:feces	Colon	Rectal swab	ENVO:animal-associated habitat
11529	Simba_d0_DogFecal			V4	C166_08	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Non-diet responsive	Mixed	Male	14	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11540	Simba_d14_DogFecal			V4	C166_08	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Non-diet responsive	Mixed	Male	11	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11541	Simba_d28_DogFecal			V4	C166_08	Dog	Dietary Therapy In Canine Chronic Enteritis	28	Non-diet responsive	Mixed	Male	7	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11551	Simba_d28_DogFecal			V4	C166_08	Dog	Dietary Therapy In Canine Chronic Enteritis	28	Non-diet responsive	Mixed	Male	7	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11564	Simba_d46_DogRectal			V4	C166_08	Dog	Dietary Therapy In Canine Chronic Enteritis	46	Non-diet responsive	Mixed	Male		Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
11569	Simba_d0_DogDuodenum			V4	C166_08	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Non-diet responsive	Mixed	Male	14	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
10573	Skyy_d0_DogRectal			V4	C166_11	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Irish Setter	Male	7	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10589	Skyy_d42_DogRectal			V4	C166_11	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	Irish Setter	Male	0	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10810	Skyy_d0_DogFecal			V4	C166_11	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Irish Setter	Male	7	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10813	Skyy_d14_DogFecal			V4	C166_11	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Diet responsive	Irish Setter	Male	1	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10843	Skyy_d14_DogFecal			V4	C166_11	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Diet responsive	Irish Setter	Male	1	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10844	Skyy_d28_DogFecal			V4	C166_11	Dog	Dietary Therapy In Canine Chronic Enteritis	28	Diet responsive	Irish Setter	Male	0	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10853	Skyy_d35_DogFecal			V4	C166_11	Dog	Dietary Therapy In Canine Chronic Enteritis	35	Diet responsive	Irish Setter	Male		Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10857	Skyy_d42_DogFecal			V4	C166_11	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	Irish Setter	Male	0	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10882	Skyy_d0_DogRectal			V4	C166_11	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Irish Setter	Male	7	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10911	Skyy_d0_DogFecal			V4	C166_11	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Irish Setter	Male	7	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10912	Skyy_d14_DogFecal			V4	C166_11	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Diet responsive	Irish Setter	Male	1	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10952	Skyy_d42_DogRectal			V4	C166_11	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	Irish Setter	Male	0	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10963	Skyy_d0_DogRectal			V4	C166_11	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Irish Setter	Male	7	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
11108	Skyy_d14_DogFecal			V4	C166_11	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Diet responsive	Irish Setter	Male	1	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11189	Skyy_d0_DogDuodenum			V4	C166_11	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Irish Setter	Male	7	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
11216	Skyy_d0_DogStomach			V4	C166_11	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Irish Setter	Male	7	Stomach	gastric juice	Stomach	Stomach biopsy	ENVO:animal-associated habitat
11507	Skyy_d0_DogRectal			V4	C166_11	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Irish Setter	Male	7	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
11530	Skyy_d0_DogFecal			V4	C166_11	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Irish Setter	Male	7	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11533	Skyy_d14_DogFecal			V4	C166_11	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Diet responsive	Irish Setter	Male	1	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11546	Skyy_d14_DogFecal			V4	C166_11	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Diet responsive	Irish Setter	Male	1	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12637	Skyy_d14_DogFecal			V4	C166_11	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Diet responsive	Irish Setter	Male	1	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11749	Sneakers_d_DogFecal			V4	C166_29	Dog	Dietary Therapy In Canine Chronic Enteritis			Cavalier King Charles Spaniel	Male		Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11750	Sneakers_d42_DogFecal			V4	C166_29	Dog	Dietary Therapy In Canine Chronic Enteritis	42		Cavalier King Charles Spaniel	Male		Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11755	Sneakers_d0_DogFecal			V4	C166_29	Dog	Dietary Therapy In Canine Chronic Enteritis	0		Cavalier King Charles Spaniel	Male	3	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11769	Sneakers_d0_DogRectal			V4	C166_29	Dog	Dietary Therapy In Canine Chronic Enteritis	0		Cavalier King Charles Spaniel	Male	3	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
12215	Sneakers_d_DogFecal			V4	C166_29	Dog	Dietary Therapy In Canine Chronic Enteritis			Cavalier King Charles Spaniel	Male		Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12229	Sophie_d28_DogFecal			V4	C166_39	Dog	Dietary Therapy In Canine Chronic Enteritis	28	Diet responsive	Pomeranian	Female	2	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12230	Sophie_d0_DogFecal			V4	C166_39	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Pomeranian	Female	6	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12232	Sophie_d42_DogFecal			V4	C166_39	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	Pomeranian	Female	2	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12234	Sophie_d14_DogFecal			V4	C166_39	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Diet responsive	Pomeranian	Female	1	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10576	Squirrel_d0_DogRectal			V4	C166_18	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Bouvier	Female	2	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10656	Squirrel_d0_DogFecal			V4	C166_18	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Bouvier	Female	2	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10696	Squirrel_d14_DogFecal			V4	C166_18	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Diet responsive	Bouvier	Female	2	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10713	Squirrel_d28_DogFecal			V4	C166_18	Dog	Dietary Therapy In Canine Chronic Enteritis	28	Diet responsive	Bouvier	Female	1	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10873	Squirrel_d0_DogRectal			V4	C166_18	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Bouvier	Female	2	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10885	Squirrel_d0_DogFecal			V4	C166_18	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Bouvier	Female	2	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10891	Squirrel_d42_DogFecal			V4	C166_18	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	Bouvier	Female	1	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10895	Squirrel_d42_DogRectal			V4	C166_18	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	Bouvier	Female	1	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10951	Squirrel_d0_DogRectal			V4	C166_18	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Bouvier	Female	2	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
11197	Squirrel_d0_DogDuodenum			V4	C166_18	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Bouvier	Female	2	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
11223	Squirrel_d0_DogStomach			V4	C166_18	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Bouvier	Female	2	Stomach	gastric juice	Stomach	Stomach biopsy	ENVO:animal-associated habitat
11508	Squirrel_d0_DogRectal			V4	C166_18	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Bouvier	Female	2	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
11572	Squirrel_d0_DogDuodenum			V4	C166_18	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Bouvier	Female	2	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
10564	Stella_d0_DogRectal			V4	C166_13	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Mixed	Female	2	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10591	Stella_d42_DogRectal			V4	C166_13	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	Mixed	Female	0	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10705	Stella_d42_DogFecal			V4	C166_13	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	Mixed	Female	0	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10842	Stella_d42_DogFecal			V4	C166_13	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	Mixed	Female	0	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10850	Stella_d0_DogFecal			V4	C166_13	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Mixed	Female	2	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10851	Stella_d14_DogFecal			V4	C166_13	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Diet responsive	Mixed	Female	0	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10852	Stella_d28_DogFecal			V4	C166_13	Dog	Dietary Therapy In Canine Chronic Enteritis	28	Diet responsive	Mixed	Female	0	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10874	Stella_d42_DogRectal			V4	C166_13	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	Mixed	Female	0	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10881	Stella_d0_DogRectal			V4	C166_13	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Mixed	Female	2	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10953	Stella_d42_DogRectal			V4	C166_13	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	Mixed	Female	0	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10962	Stella_d0_DogRectal			V4	C166_13	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Mixed	Female	2	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
11191	Stella_d0_DogDuodenum			V4	C166_13	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Mixed	Female	2	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
11218	Stella_d0_DogStomach			V4	C166_13	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Mixed	Female	2	Stomach	gastric juice	Stomach	Stomach biopsy	ENVO:animal-associated habitat
